"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"3736","Signs and symptoms",442579,"62211002","Urticaria due to heat","Condition","SNOMED"
"3737","Signs and symptoms",442588,"78275009","Obstructive sleep apnea syndrome","Condition","SNOMED"
"3738","Signs and symptoms",442596,"61752008","Illegal termination of pregnancy complicated by shock","Condition","SNOMED"
"3739","Signs and symptoms",443326,"199022003","Mild hyperemesis-delivered","Condition","SNOMED"
"3740","Signs and symptoms",443522,"413341007","Neonatal bradycardia","Condition","SNOMED"
"3741","Signs and symptoms",443523,"413342000","Neonatal tachycardia","Condition","SNOMED"
"3742","Signs and symptoms",443524,"413343005","Mixed urinary incontinence","Condition","SNOMED"
"3743","Signs and symptoms",443727,"420422005","Diabetic ketoacidosis","Condition","SNOMED"
"3744","Signs and symptoms",443734,"421750000","Ketoacidosis due to type 2 diabetes mellitus","Condition","SNOMED"
"3745","Signs and symptoms",443908,"14683004","Louse-borne relapsing fever","Condition","SNOMED"
"3746","Signs and symptoms",444070,"3424008","Tachycardia","Condition","SNOMED"
"3747","Signs and symptoms",444091,"10349009","Multi-infarct dementia with delirium","Condition","SNOMED"
"3748","Signs and symptoms",444269,"84007008","Shock during AND/OR following labor AND/OR delivery","Condition","SNOMED"
"3749","Signs and symptoms",600600,"1137462005","Acquired chylothorax","Condition","SNOMED"
"3750","Signs and symptoms",603216,"11995791000119103","Edema of amputation stump of right lower limb","Condition","SNOMED"
"3751","Signs and symptoms",604827,"1003756003","Hevea brasiliensis latex protein-induced angioedema-urticaria","Condition","SNOMED"
"3752","Signs and symptoms",604883,"1003847003","Pyruvate dehydrogenase phosphatase deficiency","Condition","SNOMED"
"3753","Signs and symptoms",604885,"1003849000","Pyruvate dehydrogenase complex E2 subunit deficiency","Condition","SNOMED"
"3754","Signs and symptoms",604886,"1003850000","Pyruvate dehydrogenase complex E1-alpha subunit deficiency","Condition","SNOMED"
"3755","Signs and symptoms",604887,"1003851001","Pyruvate dehydrogenase complex E1 beta subunit deficiency","Condition","SNOMED"
"3756","Signs and symptoms",605092,"1010405004","Paroxysmal atrial fibrillation with rapid ventricular response","Condition","SNOMED"
"3757","Signs and symptoms",605116,"1010443001","Legal abortion complicated by cardiac arrest","Condition","SNOMED"
"3758","Signs and symptoms",605119,"1010446009","Illegal abortion complicated by cardiac arrest","Condition","SNOMED"
"3759","Signs and symptoms",606035,"1142040009","Right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3760","Signs and symptoms",606036,"1142041008","Non-scar mediated right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3761","Signs and symptoms",606049,"1142057008","Anticlockwise cavotricuspid isthmus dependant macroreentry tachycardia: clockwise","Condition","SNOMED"
"3762","Signs and symptoms",606053,"1142064005","Antidromic atrioventricular reciprocating tachycardia utilizing atrio-ventricular accessory pathway with antegrade unidirectional conduction","Condition","SNOMED"
"3763","Signs and symptoms",606054,"1142066007","Antidromic atrioventricular reciprocating tachycardia utilizing atrio-fascicular accessory pathway with antegrade unidirectional conduction","Condition","SNOMED"
"3764","Signs and symptoms",606055,"1142067003","Non scar mediated left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3765","Signs and symptoms",606056,"1142068008","Antidromic atrioventricular reciprocating tachycardia utilizing accessory pathway with antegrade unidirectional conduction","Condition","SNOMED"
"3766","Signs and symptoms",606057,"1142069000","Scar mediated left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3767","Signs and symptoms",606060,"1142082008","Idiopathic junctional ectopic tachycardia","Condition","SNOMED"
"3768","Signs and symptoms",606064,"1142086006","Congenital junctional ectopic tachycardia","Condition","SNOMED"
"3769","Signs and symptoms",606067,"1142090008","Clockwise cavotricuspid isthmus dependent macroreentry tachycardia","Condition","SNOMED"
"3770","Signs and symptoms",606069,"1142093005","Left atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3771","Signs and symptoms",606078,"1142103004","Antidromic atrioventricular reciprocating tachycardia utilizing nodo-fascicular accessory pathway with antegrade unidirectional conduction","Condition","SNOMED"
"3772","Signs and symptoms",606079,"1142105006","Typical atrioventricular nodal re-entry tachycardia","Condition","SNOMED"
"3773","Signs and symptoms",606083,"1142110005","Sinus bradycardia caused by drug","Condition","SNOMED"
"3774","Signs and symptoms",606084,"1142111009","Sinus bradycardia due to metabolic disease","Condition","SNOMED"
"3775","Signs and symptoms",606087,"1142114001","Scar mediated right atrial non-cavotricuspid isthmus dependent macro re-entrant atrial tachycardia","Condition","SNOMED"
"3776","Signs and symptoms",606090,"1142117008","Atypical slow slow atrioventricular nodal re-entry tachycardia","Condition","SNOMED"
"3777","Signs and symptoms",606091,"1142118003","Atypical atrioventricular nodal re-entry tachycardia","Condition","SNOMED"
"3778","Signs and symptoms",606092,"1142119006","Atypical fast slow atrioventricular nodal re-entry tachycardia","Condition","SNOMED"
"3779","Signs and symptoms",606093,"1142120000","Orthodromic atrioventricular reciprocating tachycardia utilizing manifest accessory pathway","Condition","SNOMED"
"3780","Signs and symptoms",606094,"1142121001","Atrioventricular nodal reentry tachycardia with twin atrioventricular nodes","Condition","SNOMED"
"3781","Signs and symptoms",606095,"1142122008","Antidromic atrioventricular reciprocating tachycardia utilizing accessory pathway with bidirectional conduction","Condition","SNOMED"
"3782","Signs and symptoms",606096,"1142123003","Atrial premature depolarization with aberrant ventricular conduction","Condition","SNOMED"
"3783","Signs and symptoms",606097,"1142124009","Atrial premature depolarization with normal conduction","Condition","SNOMED"
"3784","Signs and symptoms",606139,"1142204001","Orthodromic atrioventricular reciprocating tachycardia utilizing concealed accessory pathway","Condition","SNOMED"
"3785","Signs and symptoms",606405,"1144946004","Extraurethral urinary incontinence","Condition","SNOMED"
"3786","Signs and symptoms",606939,"1148879008","Primary stress incontinence","Condition","SNOMED"
"3787","Signs and symptoms",606955,"1148902004","Stress incontinence following surgical procedure","Condition","SNOMED"
"3788","Signs and symptoms",607220,"1149362002","Cardiac arrest during procedure","Condition","SNOMED"
"3789","Signs and symptoms",608077,"1156821008","Autosomal recessive sick sinus syndrome","Condition","SNOMED"
"3790","Signs and symptoms",608432,"11995691000119109","Edema of amputation stump of left lower limb","Condition","SNOMED"
"3791","Signs and symptoms",609068,"16415081000119104","Supraventricular tachycardia following acute myocardial infarction","Condition","SNOMED"
"3792","Signs and symptoms",609071,"16472761000119108","Obstructive shock","Condition","SNOMED"
"3793","Signs and symptoms",619121,"890183008","Lymphedema due to podoconiosis","Condition","SNOMED"
"3794","Signs and symptoms",760112,"1083941000119103","Labyrinthine hydrops of bilateral inner ears","Condition","SNOMED"
"3795","Signs and symptoms",760198,"1091611000119105","Labyrinthine hydrops of right inner ear","Condition","SNOMED"
"3796","Signs and symptoms",760926,"12275121000119109","Postmastectomy lymphedema syndrome of bilateral upper limbs","Condition","SNOMED"
"3797","Signs and symptoms",761050,"138621000119108","Ketoacidosis due to secondary diabetes mellitus","Condition","SNOMED"
"3798","Signs and symptoms",761109,"151000161105","Edema of periwound skin","Condition","SNOMED"
"3799","Signs and symptoms",761523,"15731281000119106","Papilledema of bilateral eyes due to raised intracranial pressure","Condition","SNOMED"
"3800","Signs and symptoms",761524,"15731521000119105","Papilledema of right eye","Condition","SNOMED"
"3801","Signs and symptoms",761525,"15731561000119100","Papilledema of left eye","Condition","SNOMED"
"3802","Signs and symptoms",761570,"15736081000119108","Microcystic edema of cornea of left eye","Condition","SNOMED"
"3803","Signs and symptoms",761571,"15736161000119100","Microcystic edema of cornea of right eye","Condition","SNOMED"
"3804","Signs and symptoms",761572,"15736241000119107","Edema of cornea of bilateral eyes","Condition","SNOMED"
"3805","Signs and symptoms",761573,"15736281000119102","Edema of cornea of right eye","Condition","SNOMED"
"3806","Signs and symptoms",761746,"15967221000119100","Pleural effusion due to another disorder","Condition","SNOMED"
"3807","Signs and symptoms",762385,"342481000119101","Edema of right eyelid","Condition","SNOMED"
"3808","Signs and symptoms",762386,"342511000119108","Edema of left eyelid","Condition","SNOMED"
"3809","Signs and symptoms",762400,"348101000119102","Periorbital edema of right eye","Condition","SNOMED"
"3810","Signs and symptoms",764719,"5561000124105","Idiopathic cardiac arrest","Condition","SNOMED"
"3811","Signs and symptoms",764989,"1089001000119104","Labyrinthine hydrops of left inner ear","Condition","SNOMED"
"3812","Signs and symptoms",765062,"15638121000119104","Lymphedema of bilateral upper limbs","Condition","SNOMED"
"3813","Signs and symptoms",765087,"15736201000119105","Edema of cornea of left eye","Condition","SNOMED"
"3814","Signs and symptoms",765506,"348551000119107","Periorbital edema of left eye","Condition","SNOMED"
"3815","Signs and symptoms",766249,"OMOP5181804","Exacerbation of cardiac arrhythmia","Condition","OMOP Extension"
"3816","Signs and symptoms",766259,"OMOP5181814","Pulmonary edema associated with pulmonary veno-occlusive disease","Condition","OMOP Extension"
"3817","Signs and symptoms",766260,"OMOP5181815","Exacerbation of pulmonary edema associated with pulmonary veno-occlusive disease","Condition","OMOP Extension"
"3818","Signs and symptoms",766262,"OMOP5181817","Exacerbation of sleep apnea","Condition","OMOP Extension"
"3819","Signs and symptoms",1340237,"OMOP5165892","Exacerbation of acidosis","Condition","OMOP Extension"
"3820","Signs and symptoms",1340248,"OMOP5165903","Exacerbation of angioedema","Condition","OMOP Extension"
"3821","Signs and symptoms",1340258,"OMOP5165913","Exacerbation of atrial fibrillation","Condition","OMOP Extension"
"3822","Signs and symptoms",1340293,"OMOP5165948","Exacerbation of cough","Condition","OMOP Extension"
"3823","Signs and symptoms",1340307,"OMOP5165962","Exacerbation of diarrhea","Condition","OMOP Extension"
"3824","Signs and symptoms",1340321,"OMOP5165976","Exacerbation of edema","Condition","OMOP Extension"
"3825","Signs and symptoms",1340398,"OMOP5166053","Exacerbation of metabolic acidosis","Condition","OMOP Extension"
"3826","Signs and symptoms",1340406,"OMOP5166061","Exacerbation of nausea","Condition","OMOP Extension"
"3827","Signs and symptoms",1340413,"OMOP5166068","Exacerbation of nocturnal enuresis","Condition","OMOP Extension"
"3828","Signs and symptoms",1340432,"OMOP5166087","Exacerbation of peripheral edema","Condition","OMOP Extension"
"3829","Signs and symptoms",1340450,"OMOP5166105","Exacerbation of pulmonary edema","Condition","OMOP Extension"
"3830","Signs and symptoms",1340474,"OMOP5166129","Exacerbation of tachycardia","Condition","OMOP Extension"
"3831","Signs and symptoms",1340492,"OMOP5166147","Exacerbation of urinary incontinence","Condition","OMOP Extension"
"3832","Signs and symptoms",1340494,"OMOP5166149","Exacerbation of urticaria","Condition","OMOP Extension"
"3833","Signs and symptoms",1340502,"OMOP5166157","Exacerbation of vomiting","Condition","OMOP Extension"
"3834","Signs and symptoms",1340509,"OMOP5166164","Progression of acute respiratory distress syndrome","Condition","OMOP Extension"
"3835","Signs and symptoms",3654345,"830139001","Edema of abdomen","Condition","SNOMED"
"3836","Signs and symptoms",3654235,"829986000","Bilateral feet edema","Condition","SNOMED"
"3837","Signs and symptoms",3654906,"840448004","Cystic hygroma in fetus co-occurrent with hydrops","Condition","SNOMED"
"3838","Signs and symptoms",3654968,"840521002","Acute pulmonary edema caused by fume","Condition","SNOMED"
"3839","Signs and symptoms",3654969,"840522009","Acute pulmonary edema caused by vapor","Condition","SNOMED"
"3840","Signs and symptoms",3655089,"844575001","Respiratory angioedema","Condition","SNOMED"
"3841","Signs and symptoms",3655098,"846577007","Angioedema of eyelid","Condition","SNOMED"
"3842","Signs and symptoms",3655099,"846579005","Angioedema of lip","Condition","SNOMED"
"3843","Signs and symptoms",3655137,"846694002","Acute edema","Condition","SNOMED"
"3844","Signs and symptoms",3655265,"860791002","Pleural effusion due to neoplastic disease","Condition","SNOMED"
"3845","Signs and symptoms",3655266,"860792009","Pleural effusion due to malignant neoplastic disease","Condition","SNOMED"
"3846","Signs and symptoms",3655268,"860797003","Generalized edema due to fluid overload","Condition","SNOMED"
"3847","Signs and symptoms",3655445,"863977001","Pleural effusion due to disorder of pancreas","Condition","SNOMED"
"3848","Signs and symptoms",3655446,"863978006","Pleural effusion due to pancreatitis","Condition","SNOMED"
"3849","Signs and symptoms",3655493,"865918002","Edema of esophagus","Condition","SNOMED"
